70세,threescore
주거의,residential
주거환경,living environment
주걱,a spatula
주걱턱,upsweep
주걱턱의,prognathous; prognathic
주검,loved one
주검처럼,deadly
주격,nominative
주격의,nominative
주견없은,inconsistency
주계,tragopan
주고받다,"Give and receive, exchange"
주고받음,exchange
주공,foramen
주관,"subjectivity; management, supervision"
주관고속도로,"an interstate, a freeway"
주관성,subjectivity
주관식,fill-in the blank type answers
주관자,a supervisor
주관적,Subjective
주관주의,subjectivity
주관화,subjectivization
주광등,daylight lamp
주광색,daylight blue
주광성,phototaxis
주괴,ingot
주교,a bishop of the church
주교관,miter
주교구,eparchy
주교대리,commissary
주교로서,episcopally
주교좌,cathedra
주교좌성당,cathedral
주구,running dog
주군,one's master/lord; National Guard
주권,"dominion, lord, majesty, sovereign power; a stock certificate"
주권자,"the dynasty, ruler, sovereign"
주극의,circumpolar
주근,primary root
주근깨,freckle; freekle
주근깨투성이의,freckly
주기,"the anniversary of a person's death; cycle, revolution"
주기검사,breath test
주기계,periodic system
주기성,periodical
주기율,periodic law
주기표,periodic table
주낙,a trawl line (for fishing)
주낙어선,longliner
주남부의,downstate
주내의,instate; intrastate
주년,One whole year
주눅,"inferiority complex, timidity, being shy"
주눅들다,quail
주니말,Zuni
주니어의,Zunian
주니어족,Zunian
주니어족의,Zunian
주니족,Zuni
주다,"To give, to do for a person"
주대각선,principal diagonal
주도,"the lead, the initiative; thorough, circumspect; principal city"
주도국,"a leading country (e.g. in terms of exports, etc.)"
주도면밀,"carefully (chosen), scrupilously (done)"
주도형,"main, principle"
주독,alcohol poisoning
주동,"in the lead, at the head"
주동근,agonist
주동사,main verb
주동자,a pacemaker
주되는,grand
주되다,"prime, principal"
주두,chapiter; cap
주둔지,"post, station"
주둔하다,to be stationed (military)
주라기,jurassic
주라기의,Jurassic
주랑,stoa; gallery
주렁주렁,to be bunched in clusters
주려서,hungover
주력,the main force; to put all your energy into
주력함,capital ship
주례,an officiant (e.g. at a wedding)
주로개,mongrel
주루,base running; running; baserunning
주루코치,coach
주류사회,mainstream society
주르륵,tears pour profusely
주르잡히다,pucker
주름,Wrinkles
주름깃,ruff; ruffle
주름많은,wrinkley
주름살,Wrinkles
주름살지다,"cockle; ruck, ruckle"
주름상자,bellows; camera obscura
주름잡기,"frillery, pleating"
주름잡다,"to take charge of the conversation because you know more than the pers; crimple, crinkle, ruffle, wrinkle"
주름잡은,creased
주름잡힌,corrugated
주름장식,ruffle; frill
주름장식재료,frilling
주름지게하다,corrugate
주름지다,"crease, crinkle, rimple, wrinkle"
주름진,"crimpy, wrinkled, wrinkley"
주름투성이,rugosity
주름투성이의,ruffled
주리다,to go without food
주마간산,looking at the scenery at the same time as you are riding quickly by o
주마관,equerry
주마등,"kaleidoscope, like a light (등) on a running horse (주마) things are chan"
주막,inn; auberge
주막주인,innkeeper
주말,the weekend
주말마다,"weekends, every weekend"
주말에는,"weekends, on the weekends"
주맹,day bilndness
주맹증,nyctalopia
주머니,Pocket
주머니고양이,dasyure
주머니의,marsupial
주머니칼,penknife
주먹,Fist
주먹다짐,"a fistfight, fisticuffs"
주먹다짐하다,scrap
주먹질,resorting to your hands and fists
주먹코,bullnose; bottlenose
주모자발기인,animateur
주목,"observe carefully, to be careful, paying close attention, heed; a yew tree"
주목사,archpriest
주목시키다,refer
주목하다,"note, notice, regard, remark"
주묘,bower
주무르다,"to control, to play like a violin; to rub (with the hands)"
주무시다,To sleep (respectful word)
주문,"An incantation, a spell; ordering as an article from a company, or ordering food at a restauran; An order, a request"
주문걸다,charm
주문서,an enchanting scroll
주문쇄도,rush
주문용지,orderform
주문원,runner
주문품의,custommade; tailormade
주문하다,"To order, to request"
주문한,custom
주물,casting; juju
주물공,founder; caster
주물럭거리다,"fumble, meddle"
주민,"inhabitants,dwellers"
주민등록,resident registration
주바,jubbah
주방,"A kitchen, a cookroom"
주방장,potwrestler; chef; chef de cuisine
주번,a weekly work cycle
주변,A circumference
주변에,"circumference, surroundings, periphery; circum-"
주변장치,peripheral device(unit)
주변적인,peripheral
주변지대,fringeland
주변지역,rimland; cincture
주병,guardsman; funiculus
주병의,funicular
주부,A wife
주부다운,housewifely
주부코,a bottlenose
주빈,the guest of honor
주뼛주뼛하는,trephocyte
주사,"A shot, an injection; an official clerical post, the clerical staff; the crazy stuff you do when drunk"
주사가능물질,injectable
주사기,syringe
주사모,meeting jesus
주사선,scanning line
주사위,dice
주사위꼴의,cuboid
주사위놀이,diceplay
주사위통,dicebox
주사이의,interprovincial
주산기의,perinatal
주산의담배,burley
주상,figurine
주상골,navicular
주상골의,navicular
주상복합,mixed-use
주생기의,perinatal
주서,rubrication (an ancient printing process); english: JUICER; writing in red
주서하다,rubricate
주석,"annotation, commentary, exegesis, gloss, notation; pillar, a cornerstone, a main propping stone or device; headstone of a; the head of the table; the head of a political party"
주석박,tin foil
주석산,tartaric acid
주석산염,tartrate; stannate
주석서,a commentary
주석자,"annotator, commentator"
주석적인,scholiastic
주석하다,"annotate, comment, gloss"
주선,"agency, a directrix, good offices, master stroke to help sb else"
주선율,"canto, motif, theme"
주선인,agent
주섬주섬,picking up things scattered everywhere; talking nonsense
주성,(biology) a taxis
주성분,"basis, a staple ingredient"
주소,An address
주소의,domiciliary
주수,injector
주수기,"syringe, sth for inserting"
주술,"conjuration, gramarye, spell"
주술춤,medicine dance
주술행위,making an incantation
주스,Juice
주시,regard carefully; (2) to be in/put sb in the spotlight
주시다,"to do, polite form 주다 + 시"
주시하다,"consider, mark, observe, watch"
주식,Stock
주식매매,stockjobbing; agiotage
주식물,bread
주식시장,the stock market
주식회사,"public company, stock company"
주신,principal deity
주신제,Dionysia; Bacchanalia
주아브병,Zouave
주악당,odeum
주안점,the main/central point
주야,day and night
주야불망,to not forget (불망) in the day 주 or at night 밤
주야평분선,equinoctial
주야평분시,equinox
주야평분의,equinoctial
주어,nominative
주어지다,"To offer, proffer (conditions)"
주어진,given
주역,leading part
주역의,leading
주연,"playing the lead, being the lead actor/actress; conviviality, a drinking bout"
주연여우,leading lady
주연자,headliner
주연하다,distribute
주열,peristyle
주외의,outofstate
주요,"The major, the chief thing"
주요국,key station
주요단어,key word
주요도시,metropolis
주요부,"the chief/main part, the trunk"
주요어,key word
주요하다,"To be chief,principal,leading"
주요한,"central, chief, key, major, ruling"
주운아이,foundling
주위,"The circumference,the girth"
주위의,"ambient, peripheral, in the surrounding area"
주위의정황,atmosphere
주유,tour
주유기,olier
주유소,"gas station, petrol station, service station"
주유의,circular
주유증,dwarfism
주율,periodical
주은래,Chou En-lai
주음,ground note
주의,"creed, doctrine, principle, religion; attention,notice"
주의깊은,"attentive, careful, observant, precautious"
주의력,attention
주의사항,"notabilia, items deserving attention"
주의설,voluntarism
주의시키다,to urge caution
주의자,"~~ist, sb who follows their beliefs"
주의하다,Pay attention to
주의하라,notabene
주의회,"county council, Gerneral Court, Landtag, regional council"
주인님,bwana
주인어른,governor
주인역,Amphitryon
주일,A weekday (e.g. Monday)
주임,"bosshead, the head of an organization; the king hiring a 벼슬아치"
주임사제,parish priest
주입구,an insertion hole for liquid oil
주입기,"filler, infuser"
주입물,infusion
주입시키다,bang into sth (insert)
주입액,infusion
주입자,infuser
주입하다,"pour into, perfuse; indoctrinate, imbue with a certain thought"
주자,"base runner, runner; player of a classical instrument"
주장,"advocacy, allegation, assertion, contention; captain, leader, leadership, skipper; assertion,insistance"
주장관,high sheriff
주장낙토,주장 means 노루를 쫓는다 (노루: a roedeer) + 낙토 ( to catch a rabbit) = a windfal
주장된,alleged
주장자,"advocate, claimant, urger"
주장하다,"To assert,maintain"
주재,"residence, residency; the subject, the topic of discussion/reading material; presidential"
주재기간,residency
주재자,"presider, residentiary"
주재지,"the place where you reside,live"
주재하다,reside
주저,"dubitation, hesitation, with scruples"
주저앉다,"Sit down, plump down"
주전,a star player
주전론자,"a jingo, a warmonger"
주전산기,"the main computer, the central computer"
주전원,an epicycle (a circle that rolls around (inside or outside) another ci
주전자,"A kettle, a teakettle"
주전하다,to revolve
주절,"an independent clause, the principal clause"
주접들게하다,stunt
주접들기,stunt
주접스러운,hoggish
주정,"ethyl alcohol, grain alcohol; a drunk person"
주정계,alcoholometer
주정꾼,"baccanal, a person who likes to party"
주정뱅이,"drunk, sot, wino"
주정뱅이의,sottish
주정쟁이,rumdum
주정주의자,emotionalist
주정표,distance pole
주정화하다,alcoholize
주제,"subject, theme, topic; a shabby appearance"
주제넘다,"forwardly, obtrusively, impertinent and saucy, unrestrainedly"
주제발표,presentations
주제역,a title part (role)
주제화,thematization
주조,"casting, founding"
주조공,a foundry
주조되다,case
주조된,molten
주조물,"a case, molding"
주조법,foundry
주조소,a foundry
주조음,keynote
주조자,"a caster, a founder"
주조장,foundry
주조하다,"casting, coining, minting coins; following a major trend"
주조한,fusil
주종사,campanology
주종술,campanology
주주,"corporator, shareholder"
주주환원,a stock dividend
주지,"head chief of a Buddhist temple; meaning, gist, import"
주지사,the Chief Executive
주지성,geotaxis
주지유림,주지 (a pond made out of alcohol) + 유림 (forests made out of woods) = to 
주지의사실,ancient history
주지주의,intellectualism
주차관,resident
주차등,parking light
주차장,Parking lot
주차하다,To park
주창,promotion
주창구,main hatch
주창자,"an advocator, a promoter, a protagonist"
주철,cast iron; foundry iron
주철의,castiron
주체,"mainstream, the main subject, the main principle; the main part of an "
주체성,identity
주체스러운,cumbersome
주체하다,to cope with
주촉성,stereotaxis; thigmotaxis
주최,"sponsor, under the auspices of"
주최자,"convener, -venor, impresario, organizer"
주최하다,"to host, sponsor"
주축대,headstock
주축선,principal axis
주춤,"to flinch, to recoil, to wince (from suprise)"
주춤거리는,hesitant
주춤거리다,"boggle, hesitate, be hesitant"
주춤거림,"be boggled/taken aback, hesitancy"
주춤주춤,"hesitatingly, waverlingly"
주춤하다,"to flinch, to recoil, to wince (from suprise)"
주춤함,"flinching, wincing"
주춧대,pedestal
주춧돌,foundation stone
주충돌,footstall
주치의,"the main doctor, the attending physician"
주크가,Jukes
주크박스,jukebox
