threescore,"70세, 60세"
run,"움직이다, 달기다, 달려가다, 달려들다"
laugh,"웃다, 까르르하다, 조모하다, 흥겨워하다"
laughably,"웃다, 흥겨워하다"
masculinize,웅성화하다
manuscript,"원고, 초고"
truncate,"원뿔대, 끝을자른"
maturation,"원숙, 숙성"
protopathic,"원시적인, 원발성의"
kindergartener,원아
wellspring,"원천, 수원"
winter,"월동시키다, 겨울, 동계"
gizzard,위
hereinbefore,위에
pseudepigrapha,위전
remit,"위탁하다, 감퇴하다, 송금하다, 송달하다"
overdress,윗도리
only,"유감스럽게도, 다만, 단, 단지만"
home,"유도되다, 가정의, 결승점, 안식처"
frit,"유리원료, 백옥유, 용융하다, 프릿화하다"
fritt,"유리원료, 백옥유, 용융하다, 프릿화하다"
mamma,"유방, 엄마"
breast,"유방, 가슴에받다, 흉부"
masto-,유방
milkiness,"유상, 불투명"
mastitis,유선염
meteoritics,유성학
latex,유액
proposition,유혹하다
front,"으로, 선두, 싸움터, 앞의"
hideout,은신처
jive,"은어, 변말, 스윙곡"
intone,"읊다, 영창하다"
fuel,"음식물, 핵연료"
prog,"음식물, 처벌하다"
minnesinger,음유시인
minstrel,음유시인
agglutinogen,응집원
iatro,의사
junta,"의회, 군사정부"
liftoff,"이륙, 떠오름"
velocipede,이륜차
forename,이름
verso,이면
image,"이미지, 문양, 상, 성상"
chromatism,"이상변체, 색수차, 채색"
song,"이야기, 가곡, 가요, 가창"
yarn,"이야기, 방사"
harness,"이용하다, 마구, 집무중에"
markup,이윤
inmigration,이주
wane,"이지러짐, 쇠미, 쇠미하여, 죽더기"
hereinafter,이하에
kernel,"인, 골수, 중견, 핵심"
manmade,"인공위성, 인위, 인조"
indus,인더스강
salutatory,인사말
pressroom,인쇄실
markdown,"인하, 인하액"
task,"일, 과제, 구실, 소임"
up,"일어서다, 고저, 나아간, 높낮이"
polyandry,일처다부
orchestra,"일층석, 주악석, 관현악단, 오케스트라"
monochord,일현금
sense,"읽다, 감수력, 관능, 육감"
limbo,임보
lashup,임시변통
makedo,"임시변통의, 대용의"
try,"입어보다, 보다, 시도하다, 시도해보다"
inkwell,잉크병
leaf,"잎, 한장, 엽, 잎사귀"
print,"자국, 간행하다, 모형, 인쇄자체"
magnetosphere,자기권
magnetics,자기학
crate,"자동차, 대바구니"
turtleneck,자라목깃
helve,자루
saar,자르강
lop,자르다
sister,"자매어, 누이, 수녀"
sisterly,"자매어, 누이, 수녀적인, 운명의3여신"
violet,"자선, 보라, 보라빛, 보랏빛"
scion,"자손, 접지"
unlabored,자연스런
latitudinarianism,자유주의
latitudinarian,자유주의자
homestead,자작농장
freewheel,자재륜
maintain,"자활하다, 지탱하다, 간수하다, 건사하다"
studio,"작업장, 방송실, 스튜디오, 자취방"
little,"작은, 조금씩, 않는, 약간"
sadism,잔학
horsebean,잠두콩
pantie,잠방이
latent,"잠복기, 잠복성"
lumber,"잡동사니, 용재, 재목, 쿵쿵걷다"
tear,"잡아째다, 눈물, 분열시키다, 잡아뜯다"
mongrelize,잡종화하다
miscellanea,잡찬
sweep,"장대, 뻐침, 엄습하다, 일소불어제침"
tailpiece,장말
folio,"장수, 2절판의, 이절지"
longplay,장시간연주의
fourragere,장식술
aigrette,"장식털, 관모, 꼬꼬마, 해오라기"
lesion,"장애, 병소, 상해"
visitor,"장학사, 문병객, 방문자, 순시자"
jeu,재담
jackknife,잭나이프
world,"저승, 세계, 세상, 세상물정"
laid,저장의
vocation,"적성, 사명, 신명, 천직"
shipment,"적하, 적송품"
transmit,"전도하다, 송신하다, 유전하다, 전래"
vernacular,"전문어, 속칭, 제나라의"
trackage,전선
metaphrast,"전역자, 번역자"
ship,"전열함, 배, 선, 선박"
metagalaxy,전우주
transition,"전조, 과도, 변이"
put,"전진하다, 넣다, 놓다, 대다"
subtenant,전차인
classic,"전통적인, 고전어, 고전적인, 고전풍"
foreplay,전희
stringhalt,절름증
maculae,"점, 흑점, 흠"
lamplighter,점등부
occupancy,"점유, 차지"
inoculation,"접종, 부식, 접붙임, 종두"
orthodox,"정교의, 정교"
legitimate,"정극, 정적"
line,"정돈하다, 채우다, 끈, 라인의"
alignment,"정렬, 일직선, 정돈"
tipster,정보제공자
orthogonal,"정사영, 직교"
see,"정신차리다, 보다, 보이다, 뵙다"
snarlup,정체
accredited,"정통의, 공인된"
orthopedic,"정형외과, 정형외과의, 정형외과의사"
circumstantial,"정황적인, 생활상태의, 처지상"
prorogue,"정회되다, 정회하다"
primo,"제1부, 제1에"
get,"제거하다, 그럭저럭하다, 달하다, 빠져나가다"
trainman,"제동수, 열차승무원"
levee,"제방, 집견회, 둑"
vestry,제복실
pupil,"제자, 눈동자, 동공"
fourchette,"제차, 차골"
jell,젤리
training,"조교, 컨디션, 가꾸기, 교련"
provisor,조달자
soon,"조만간, 곧, 이내, 이번"
irrandiance,"조사, 방사도"
cave,"조심하라, 굴, 동굴, 종유동"
manicdepressive,조울증의
turret,"조종석, 포탑, 망루"
floruit,"존명기, 활약기"
mediatize,"종속시키다, 합병하다"
suzerain,"종주, 영주"
seating,"좌석, 수용, 착석"
clinch,"죄기, 꼬부리다, 꼬부린못, 클린치"
lanyard,죔줄
crownland,주
shire,주
nozzle,"주둥이, 노즐, 분출구, 취구"
mastermind,"주모자, 지도자, 입안자"
hit,"주사하다, 맞히다, 부닥치다, 적중하다"
scan,주사하다
hero,"주인공, 영웅, 용사"
indoctrination,주입
magnetotaxis,"주자성, 향자장성"
magnetotactic,"주자성의, 향자극성의"
crane,"주저하다, 기중기, 두루미자리, 사이펀"
parking,주차
scarlet,"주홍빛, 주홍색"
die,"죽다, 거푸집, 나사틀, 사장되다"
martyr,"죽이다, 순교자"
caulis,줄기
midpoint,"중간, 중심점"
middlescence,중년기
addiction,"중독, 열중, 탐닉"
midwestern,중서부의
midline,중심선
highlight,"중요사건, 돋보이다, 중요부분, 화제거리"
fundamentality,"중요성, 기본성"
cancel,"중지하다, 해제, 말소, 말소하다"
manyplies,중판위
that,"즉, 그, 따위"
margin,"증거금, 가장자리, 난외, 변두리"
sauna,증기욕
accretion,증대
aggrandizement,증대
lend,"증대시키다, 빌려주다, 빌리다"
talk,"지껄이다, 이야기, 이야기하다, 회담"
wag,"지껄이다, 익살꾸러기, 흔들거림, 흔듦"
fulsome,지나친
landtoland,지대지의
orientation,지도
machine,"지도부, 인쇄기계"
pungle,"지불하다, 기부하다"
adytum,지성소
holy,"지성소, 거룩하다, 거룩한, 성스럽다"
tartarus,지옥
professor,"지휘자, 공언자"
intuitional,직각적인
lineal,직계존속
ministration,직무
textile,직물
progressionism,진보론
promotion,"진흥, 발기, 승진, 주창"
encouragement,"진흥, 독려, 조성, 조장"
interpellation,"질문, 설명요구"
scorch,"질주하다, 그슬리다, 그을음, 눌음"
wiredraw,질질끌다
inflict,짊어지우다
setting,"짐, 날세움"
seneschal,"집사, 청지기"
focalize,집중시키다
funnel,"집중하다, 깔때기, 통풍통"
tucker,징그는사람
levy,"징집하다, 징세, 징집, 징집병원"
floater,"찌, 부척"
lee,"찌끼, 비호"
tilt,"찌르기, 경사, 기울기, 기울임"
foin,찌름
knit,"찌푸리다, 편물하다"
majority,"차, 과반수, 다수파, 성년"
lunge,차다
marbling,차돌박이
jilt,차버리다
conversion,"차환, 개종, 바꿔짐, 태환"
splash,"착수하다, 반점, 철렁거리다, 첨벙"
puna,"찬바람, 고산병, 푸나"
godown,창고
magazine,"창고, 탄창, 잡지"
search,"찾다, 알아보다, 탐색하다"
thill,"채, 끌채"
outfit,"채비, 여행용품상"
foodgatherer,채집민
foodgathering,채집생활의
visor,"챙, 마스크, 복면"
process,"처리하다, 가공하다, 경과, 기소하다"
proctorize,처벌하다
abovo,처음부터
tepee,천막집
through,"철두철미, 끝난, 동안, 쭉통한"
majordomo,청지기
listenerin,"청취자, 도청자"
tsetse,체체파리
materialization,"체현, 구체화, 물질화, 실체화"
projet,초안
foremilk,초유
trolley,촉륜
sole,"총대리점, 밑부분, 신바닥, 혀가자미"
lachrymatory,"최루가스, 눈물단지"
optimum,최적조건
subjoin,추가하다
malleus,추골
sachem,추장
printout,출력정보
march,"출발하다, 행진곡, 3월, 군장"
nautch,춤
foul,"충돌하다, 꽉막힌, 더럽다, 더럽히다"
workday,"취업시간, 근무일, 작업일"
workhouse,취역소
maul,"치다, 메, 째다, 혼내주다"
mandamus,칙서
matey,"친구, 소탈한, 친구의, 허물없는"
kith,친척
mattress,"침대요, 침상"
wagonlit,침대차
macerate,"침연시키다, 야위다"
foggily,"침침하여, 오리무중에"
camp,"캠프장, 군대생활, 막사, 분회"
kopeck,코페이카
kola,콜라
tramp,"쿵쿵걷다, 년, 방랑하다, 짖밟다"
whacker,"큰사람, 허풍쟁이"
kikuyu,키쿠유토인
tire,"타이어, 피로하게하다"
maillot,타이츠
takahe,"타케이히, 노토르니스"
torrid,"탄, 염열의"
talipot,탈리폿야자
lipography,"탈자, 탈어"
prolapse,탈출
oust,탈취
molt,"탈피하다, 털갈이"
taekwondo,태권도
satrap,"태수, 총독"
puggaree,터반
puggree,터반
turban,터번
uturn,턴
trust,"털어놓다, 믿는사람, 신뢰, 신빙"
terry,테리천
taillight,"테일라이트, 미등"
marquee,"텐트, 큰천막"
tuscan,"토스카나식인, 터스커니의"
toast,"토스트하다, 축배, 토스트"
torch,"토치램프, 횃불"
shaft,"통로, 광선, 샤프트, 수갱"
walkway,통로
telstar,통신위성
lodgment,퇴적
superannuate,퇴직시키다
casque,투구
clarity,"투명함, 명확"
flinger,투수
vision,"투시력, 시각, 시력, 예언력"
toreador,투우사
halfcaste,트기
license,"파격, 면허, 면허하다, 방자"
hun,"파괴자, 야만인, 훈족, 흉노"
grub,"파내다, 구더기, 굼벵이, 삼류문인"
dispatch,"파출, 급송, 급송하다, 급파하다"
makeready,판고르기
spell,"판독하다, 마력, 매혹되어, 주문"
judicial,판례
judgemade,판례법
prostitute,"팔다, 갈보, 매음시키다, 매춘부"
traffic,"팔다, 거래, 무역하다, 왕래"
selling,"팔리는, 매업, 판매"
maulstick,팔받침
transcribe,"편곡하다, 베끼다, 전사하다"
formate,"편대비행하다, 포름산염"
proglottid,편절
windage,"편차, 유극"
foreskin,포피
inclusive,포함하여
inflation,"폭등, 물가상승, 인플레이션, 자만심"
nosedive,"폭락하다, 급강하하다"
toboggan,폭락하다
crisscross,"표, 교자하여, 교차하다, 십자놀이"
obverse,"표면, 거죽"
speak,"표명하다, 그렇다, 말씀하다, 말하다"
telltable,표시
hob,"표적기둥, 요괴, 톱니내는기계"
mantlerock,표토
satisfy,"풀게하다, 만족시키다, 충족시키다"
loosen,"풀다, 놓아주다, 눚추다, 느그러지다"
relax,"풀다, 누그러지다, 느른해지다, 늦추다"
tanager,풍금조
skyhook,풍선
weather,"풍화시키다, 날씨, 말리다, 일기"
fraise,"프레즈반, 와책"
fumigate,"피우다, 그을다"
help,"피하다, 구제, 구제책, 구제하다"
zip,핑
downcycle,하강기
one,"하나씩, 유일한, 일, 일이"
manservant,하인
hardly,"하자마자, 가혹하게, 고생하여, 엄하게"
massacre,"학살하다, 헐뜯다, 대학살, 압승하다"
savant,"학자, 식학"
cake,"한개, 덩어리지다, 뭉쳐지다, 양과자"
flier,"한단, 전단"
flyer,"한단, 삐라"
layout,한벌
morsel,한입
tidbit,한입
sinecure,한직
junction,"합류점, 연접, 접속역, 접합점"
monovalence,"항균력, 1가"
surrender,"항복하다, 굴복, 내맡기다, 인도하다"
mate,"항해사, 마테차잎, 배우자, 짝짓다"
prosect,해부하다
lido,해수욕장
wound,"해치다, 부상, 상처, 외상"
narrow,"해협, 가늘어지다, 길다라다, 좁게하다"
wheel,"핸들, 물레, 바퀴, 선회시키다"
utter,행사하다
lucky,"행운아, 상서로운, 운이좋은, 유복한"
uplift,"향상시키다, 고양하다"
gadgetry,"허섭쓰레기, 소도구류"
thundery,험상궂은
pseudopodium,"헛발, 위족"
progressist,혁신주의자
morphemics,형태소론
vamp,"호리다, 앞닫이"
nancy,호모
taffeta,호박단
prurience,"호색, 열망"
pruriency,호색
overdrive,"혹사하다, 오버드라이브"
marriageable,"혼기, 과년"
mixing,"혼성, 믹싱, 음량조정"
odd,"홀짝, 괴상하게, 묘하다, 야릇하다"
prominence,홍염
prominency,"홍염, 돌기, 돌출, 돌출물"
oven,"화덕, 숍, 오븐"
gay,"화류계, 방탕하다, 화류"
vanity,"화장대, 무익, 허영"
maquillage,화장품
hep,"환한, 으윽"
volplane,활공
aquaplane,활주판
mastic,"회반죽, 마스티카, 유향수, 유향주"
turntable,"회전반, 전차대"
tryst,회합
frowst,후끈함
tailboard,후미판
hindsight,후부가늠자
lifo,후입선출법
hoop,"후프, 굴렁쇠, 기둥문, 버팀테"
million,"훌륭하여, 100만, 백만, 수백만"
out,"훨씬, 꺼져, 나가, 야망의"
swish,"휘두르다, 휙소리내다"
timeout,"휴식, 타임"
vacation,"휴정기, 휴가, 휴무"
layoff,휴지기간
fog,"흐려지다, 안개, 연하"
scale,"흐림, 개각충, 눈금, 등급"
unmoved,"흔들리지않는, 확고한"
hatched,"흙다, 빗기다"
flirtation,"희롱, 시시덕거림"
hippocrates,히포크라테스
steam,"힘껏일하다, 기량, 김쐬기, 증기"
decibar,0.1바
century,"100개, 100년, 100달러, 100인대"
centenary,"100년간, 100년간의, 100년마다의, 100년세의"
centennial,"100년간의, 100년마다의, 100년제, 100년제의"
centurial,"100년의, 1세기의"
centuplicate,"100배, 100배하다, 100통"
centuple,"100배의, 100배하다"
percent,"100분, 퍼센트"
centenarian,100세의
decade,"10개, 10년간, 연대"
decagram,"10그램, 데카그램"
decennary,"10년간, 10년간의"
decennium,10년간
decennial,"10년간의, 10년제"
decimviral,10대관의
bobbysoxer,10대의소녀
decaliter,10리터
lac,"10만, 랙"
decahedral,10면체의
decameter,10미터
decuple,10배
tenfold,"10배의, 열겹의"
abampere,10암페어
milliard,10억
begohm,10억옴
billion,"10억의, 1조의"
october,"10월, 시월"
decasyllabic,10음절
decasyllable,10음절
decadal,10의
frankpledge,10인조
femto-,10조분의
decathlon,10종경기
hendecagon,11각형
undecagon,11각형
elevenfold,11배의
november,"11월, 십일월"
hendecasyllable,11음절
hendecasyllabic,11음절의
dodecagon,12각형
dozen,"12개, 1다스"
twelvemonth,12개월
horoscope,"12궁도, 점성, 천궁도"
zodiac,"12궁도, 수대, 황도대"
zodiacal,"12궁의, 수대의"
dodecahedron,12면체
twelve,"12배, 12사도"
twelvefold,"12배로, 12배의"
december,"12월, 십이월"
twelvetone,12음의
duodecimal,"12의, 12진법의"
duodenary,"12의, 12진법의"
duodecimo,12절판
twelvepenny,12펜스의
thirteenth,"13분의1의, 열세번째의, 제13의"
ides,"13일, 15일"
fourteen,"14의, 4등품, 네째의"
fortnight,"14일, 2주간"
quatorzain,14행시
sesquicentennial,150년
quindecagon,15각형
quattrocento,15세기
xylograph,"15세기의, 목판"
quindecennial,"15주년의, 15주년제"
sixteenth,"16분의1, 열여섯째의"
sixteen,16의
sixteenmo,"16절판, 16절판의"
hexadecimal,"16진, 16진법의"
seventeen,17의
hundredandeightydegree,180도의
eighteenth,18분의1
eighteen,"18세의, 18의"
eithteenmo,18절
octodecimo,18절판
nineteen,"19달러, 19세기의"
highteen,"19세의, 하이틴"
monovalent,1가의
cycle,"1군, 1단, 고리, 사이클"
firststring,"1급의, 일군의"
year,"1년, 년, 년대, 년도"
yearly,"1년간의, 매년의"
yearling,"1년된, 당년의"
annual,"1년의, 일년초"
dz,1다스
dib,1달러
spot,"1달러, 반점, 산재시키다, 오점"
oneoff,"1대1, 맨투맨"
onetoone,1대1의
clinker,"1등품, 실패작, 용재괴, 클링커"
length,"1마신, 계기, 세로"
bonk,"1발, 일격, 퉁"
monobasic,1염기의
january,"1월, 일월"
jnuary,1월
monodrama,"1인극, 모노드라마"
serving,"1인분, 피복재"
singleservice,"1인분의, 1회분의"
quoth,"1인칭, 말하였다"
contraoctave,"1점음옥타브, 아래1점, 콘트라옥타브"
trillion,1조의
sennight,1주간
weekly,"1주간의, 매주의, 주1회, 힘없이"
unary,1진법의
onedimensional,"1차원의, 피상적인"
unidimensional,"1차원의, 표면적인"
pennyworth,"1페니어치, 거래"
franc,"1프랑화폐, 프랑"
footcandle,1피트촉광
trimester,"1학기, 3개월간"
doolie,1학년생
item,"1항, 안건, 조목, 한절"
slug,"1행, 괄태충, 산탄, 잎벌레"
chukker,"1회, 고리"
installment,"1회분, 부금, 분할불입방식의, 한권"
bicentennial,200년의
vicennial,"20년마다의, 20년의"
icosahedron,20면체
vigesimal,"20진법의, 제20번째의, 제20의"
twentyone,"21명의, 21의"
smallbore,22구경의
trisoctahedron,24면체
twobit,25센트의
twentyfive,25야드선
bivalent,2가의
diatomic,2가의
biangular,2각의
duad,2개1조
dyad,"2개군, 다이애드, 둘"
bimester,2개월간
bimestrial,2개월간의
couple,"2개의, 교미시키다, 두개, 두서넛"
bistate,2국의
bipolarity,2극성
dipolar,2극성의
bipolar,2극이있는
reach-me-down,"2급품, 기성복"
biennium,2년간
biennial,2년생의
sophomoric,2년생의
peelopen,2단식봉합법
bunkbed,2단침대
twospot,"2달러, 2의패"
coach,"2등, 객차, 공식마차, 보통객차"
